country,iso3c,indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Burkina Faso,BFA,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,5.30761387809165,5.78585625343716,5.45862897239617,4.65680990114072,5.69338901283406,4.29819604800537,3.66873643063669,3.76806726270239,4.5208037842382,4.06484429903783,4.24147823196998,4.32598852046668,3.93140018409549,3.69658718995878,3.68692808492164,NA,NA,NA
Bangladesh,BGD,"International tourism, expenditures (% of total imports)",4.86915582764507,3.53187951400228,3.38820855177519,3.51402789132101,3.40725879698207,2.52239668635981,2.8658536856337,2.71054391970888,2.920408020939,2.8215096679514,2.83331213125474,2.16219849367654,2.35503215284381,3.14662114582846,1.73098368046026,1.81456130186139,1.7501253552406,1.98538101281744,1.84035397743223,2.16241811992912,1.16069439507612,NA,NA
Bulgaria,BGR,"International tourism, expenditures (% of total imports)",9.96115845510655,9.7485003001914,11.6312733582,12.1380278702597,11.4916711094595,9.01582061019393,8.00073545048775,6.07776474131864,6.33607338373052,7.1907496254694,3.62035642873189,3.13930480493783,3.17217837483166,3.690286516925,3.92171725520649,4.19410805717448,5.12297648691574,5.49316668312559,5.36157973566243,5.24823857785162,3.30650950405499,NA,NA
Bahrain,BHR,"International tourism, expenditures (% of total imports)",8.28128745413712,8.82200501629785,9.77972623217007,7.92901236562807,6.46232758711945,5.5798753845756,5.52813952418204,5.3142917324908,4.32529943299728,5.2580637605116,5.22317675013707,6.47493535102002,3.78652509373354,3.53318438691024,2.8551049847732,22.1461332061296,15.4921996191245,13.3102534113061,9.27650333095291,NA,NA,NA,NA
"Bahamas, The",BHS,"International tourism, expenditures (% of total imports)",11.5661497351086,12.3136746597537,12.223426447082,14.1705659106693,14.9452538462519,14.4111052383098,12.3590192284408,11.8593310589315,9.99577792458198,10.3433787370145,9.78106063276836,8.14922618752661,7.79992224452512,7.55077163880112,6.46679718493207,8.19963855548934,9.84966144163229,11.2568075863374,10.1440426851153,10.6206782368945,4.86689191542631,NA,NA
Bosnia and Herzegovina,BIH,"International tourism, expenditures (% of total imports)",2.21297034154614,2.20130996706092,2.35565713997849,2.40846491807966,2.28536641991591,2.00258552313115,2.57791374755389,2.94984934655581,3.02680529672352,3.30440051764121,2.8087144334853,2.05459759650027,2.04127426750464,2.00852323313796,1.95133551132928,3.18783965975154,3.23639334317368,3.33563417370369,3.27104080293232,3.52278363330369,1.6759532467101,NA,NA
Belarus,BLR,"International tourism, expenditures (% of total imports)",3.2436407569370602,5.73999929135811,5.80549925090332,3.76709665713372,3.03567525560386,3.00092470354237,2.92696887439618,2.43908190800888,2.10317285635329,2.51180749934867,2.03145496172011,1.52611669245085,1.93172926447574,2.87209585431385,2.98495881989151,3.04690770956277,2.97074268567142,2.9647653259460802,2.8302776816881,2.88947777025289,1.35374450839492,NA,NA
Belize,BLZ,"International tourism, expenditures (% of total imports)",7.4542886712423,7.6504872746431,7.73804002229749,7.67534854040686,7.67791803151741,6.40108220997538,5.73308734567358,5.7294173009729,4.59379138215098,5.49690095698887,4.8171073989482,3.89777986492111,3.80468704408127,3.87561796706108,4.43430811203548,4.22789220693259,4.85946954503044,4.87183260421219,4.32865446033624,3.7732946139599,2.4439504133056,NA,NA
Bermuda,BMU,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,20.1405750798722,19.8599866269083,20.856971471298,19.8679615949954,20.8358951925493,18.1388873184872,18.1771563633717,16.8854338072745,19.3193714359993,19.8577343043417,19.3869296551245,18.0496791000126,15.2017768765209,15.3789257507704,12.3014948067272,NA,NA
Bolivia,BOL,"International tourism, expenditures (% of total imports)",5.58272051746044,5.75919356740515,5.50194377882186,9.61861073254106,9.95300658326634,8.97175787695801,10.4139683913561,9.29905623512298,6.59384591573656,7.52551985243775,6.8393145928309,4.67124673989568,5.06103933199244,5.96708153140151,7.37696710824892,7.13016952313114,8.89819816355349,8.4764424845446,8.14273304652224,9.29140480956828,4.02344563834885,NA,NA
Brazil,BRA,"International tourism, expenditures (% of total imports)",6.13314013307708,5.09595908194252,4.64410136428551,4.42154622702898,4.58585121290992,5.93453779003952,6.14902509012634,6.51526439742355,5.91786465583502,7.31106198961992,7.53430873272061,7.97229384733788,8.34076963529072,8.77548737220184,9.16639125306454,8.08375628578538,8.14962746095967,9.76009775903975,8.24765967239705,7.82148752144693,2.81551518857194,NA,NA
Barbados,BRB,"International tourism, expenditures (% of total imports)",9.68029294560991,10.9906525607151,10.593026235001,9.75274730087938,9.2999422729201,7.81550217154281,7.86890241159174,7.85371275920994,6.2955533310719,6.47731855733735,6.73159429594812,5.10542868303674,4.52899037188328,4.23894442955151,4.9745662093293,5.30509685021012,4.42315437058263,NA,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,"International tourism, expenditures (% of total imports)",NA,21.3416051710188,16.888936787145,20.4649471769888,15.8290426904885,14.8299091150939,14.5616350647183,12.9963350214828,10.774184535387,12.8342476130074,NA,NA,8.74839524427551,8.0299103964361,10.5213471618864,9.42544679809782,11.5967151814284,11.6652894638074,10.2962198251364,NA,NA,NA,NA
Bhutan,BTN,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,8.48964402420732,4.98411603201886,4.59773868219375,4.4459322737555,5.71256318463416,6.08628166834268,3.80914861460051,3.65545423639396,4.20267085502313,5.10155120881141,6.32768836063165,5.44837169242111,4.20706807865559,NA,NA
Botswana,BWA,"International tourism, expenditures (% of total imports)",9.00664790933491,10.4042299334984,9.4681020732441,8.66544737554415,7.74975347440448,8.21586511796807,8.32263483444139,5.96657384937126,4.00528208386597,4.27145098948211,4.49961896623279,3.82716352097015,3.74403643318378,2.85264585129314,3.07577996593038,3.16827161971355,3.42833589750069,4.03238616169335,3.78002169818619,3.82937333515601,1.2383343733074,NA,NA
Central African Republic,CAF,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,CAN,"International tourism, expenditures (% of total imports)",5.27695706623055,5.46185275683671,5.27063332991546,5.52716458248518,5.71925520601101,5.90536053070774,6.06690040020077,6.60258110944785,6.66757986949725,7.32840564644529,7.44257363063498,7.25592432657076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,CHE,"International tourism, expenditures (% of total imports)",6.05428530170787,5.75478960512289,5.73400487634291,5.94166753336569,5.89268334957422,5.54077105048643,5.38635712239701,5.09926054590089,4.61584220393992,4.79875412576313,4.31967225751771,4.13854867439977,4.68605640081691,4.58617090036573,5.21900411578119,5.309579464071,5.09829824857839,5.3823635756657104,5.17652603326159,5.1032434788953,2.41221240492789,NA,NA
Chile,CHL,"International tourism, expenditures (% of total imports)",4.12915505699642,4.38562025434649,4.46333481829676,4.85151117429552,4.28555246822789,2.91629272780071,2.76700506864379,2.61075484843547,1.97754985658277,3.00869139649358,2.55971402200601,2.4235502429461,2.64220318666466,2.75457548740044,3.22282007740762,3.46484764593387,3.90999796387354,4.05810190554865,3.59093985531259,3.81664247847725,1.05699289685737,NA,NA
China,CHN,"International tourism, expenditures (% of total imports)",8.79156471423692,8.30636939851957,7.97123832687992,4.07553165362389,3.85837919915506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,CIV,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,7.44798769356133,7.66946626744505,7.05293465053936,6.27055755543068,6.05637553102191,5.27539658019629,6.11813577266397,4.6717574262003,4.83012319386609,5.13405416063306,4.93351129502644,4.58036778178687,4.75992847176845,4.7409257889564,5.45004598513617,2.48812416722662,NA,NA
Cameroon,CMR,"International tourism, expenditures (% of total imports)",9.61427833139251,6.7988549038425,6.58771473384936,7.89699744458261,9.91993174077796,11.0387897334001,11.1860304593158,7.7750929103523,6.97087681124598,7.60575912731533,4.15512448656358,7.56243674648386,8.18688510948096,8.98782250503613,8.5744931025643,9.52573351652689,11.5593754655358,11.6211888962897,10.863748398997,10.8305607243546,9.66383499313774,NA,NA
"Congo, Dem. Rep.",COD,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,1.39910871592911,2.44904408279349,1.58550066911037,1.43902825934235,1.78832710128434,1.40118820760004,2.52437498340971,0.98103188931889,1.26830322874188,1.79244389754466,0.994810414350185,0.421402454813347,0.520567173320126,0.646996731516002,NA,NA,NA,NA
"Congo, Rep.",COG,"International tourism, expenditures (% of total imports)",4.93071144837984,5.34252545514008,5.22863096286764,6.89866884649169,8.84930336416071,NA,NA,2.39196042383653,3.61052667869088,7.94433143511293,4.27269636970259,4.09672309342672,4.42251959233605,5.00290839324609,4.75393270342321,5.8581629832301,6.26798792148121,NA,NA,NA,NA,NA,NA
Colombia,COL,"International tourism, expenditures (% of total imports)",10.0290108150725,9.70460801647049,8.70210865288356,8.04862865722848,7.6707630767041,7.62755605350579,7.04566480003786,6.48444819929603,6.09599676113846,7.07503841790778,6.58350914138186,5.74071255292757,6.31720340706607,6.39400333112529,6.81466643542655,7.40786560651078,8.69975634076867,8.8424961849426,8.60451441043297,8.64210325878651,3.07130964749697,NA,NA
Comoros,COM,"International tourism, expenditures (% of total imports)",NA,NA,NA,7.7886663905999,7.85126916874272,13.7969023012677,15.1470384028775,14.7700523729578,12.1314123960281,11.7827299379372,12.2243097529549,12.1672639211248,11.2859233184114,NA,11.9298098103496,12.7204020485862,14.1792524561738,13.7569470634361,13.4964642778282,14.9974513278476,12.5142743473972,NA,NA
Cabo Verde,CPV,"International tourism, expenditures (% of total imports)",12.5510346225983,15.994601945658,15.2940379881177,16.4788212043264,14.724304431966,12.7736242220185,13.1909900219335,11.908687495029,12.0950925057563,13.5078664067858,12.393434203766,10.3336680199921,11.2673391768797,10.9616228884927,9.31209676024566,12.0358673585534,7.89620069524184,8.47759460588624,8.42098102111758,8.31613591433328,5.85501214197753,NA,NA
Costa Rica,CRI,"International tourism, expenditures (% of total imports)",8.34755557131643,6.68910472759352,6.27628626116919,6.58799217570644,6.64299505066189,6.47550804128426,6.15596980058368,6.72623307872768,5.18395592991966,4.68134843838751,4.86474694041684,4.0580812161243,3.92243503477703,3.86063472756409,3.78650066392884,5.23785030584605,5.87625523339127,6.9523909303104,5.82626062356799,6.54720908238052,3.97864614521071,NA,NA
Cuba,CUB,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curacao,CUW,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9814062025193,11.4134715507125,13.4979227964341,14.2225587619028,17.1735466793673,18.5275560274049,18.3740432474079,16.4653597260555,17.6307597248461,7.43150932704208,NA,NA
Cayman Islands,CYM,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6201197141031,12.0827359985443,11.2797132131815,10.902090419455,NA,NA,NA
Cyprus,CYP,"International tourism, expenditures (% of total imports)",10.5603034639185,10.9925721780318,10.6258436029561,11.0376925127199,11.5256708290141,11.779437817332,11.1149862699395,13.259533034911,11.1944178829273,12.3696049404755,8.74141531091098,8.6436620239223,9.22654828879193,8.76941703735637,8.91864383271834,10.8579836733758,10.818848036826,8.06162667266936,8.35491022199959,8.15327432567213,4.24890263957762,NA,NA
Czechia,CZE,"International tourism, expenditures (% of total imports)",NA,NA,4.63381807402891,4.46130478833437,3.93088689776816,3.19370697333108,2.94741484154955,3.19475708649991,3.47135422495232,3.80575346592117,3.32779335077998,3.16774005196931,3.07730574036252,3.15609885546974,3.26858323036984,3.43493584313408,3.53621788344253,3.52465628041367,3.43600440961193,3.5198213911049,2.23853835614089,NA,NA
Germany,DEU,"International tourism, expenditures (% of total imports)",9.67645911093211,9.60164461577448,10.1015634249962,10.0209314540798,9.35091372679139,9.05381167503445,7.9375876329735,7.6751257905015,7.47804589969744,8.23157151929666,7.19380222246591,6.65472614822115,6.81061092394256,6.93126485292988,6.71142733136874,6.46367222056597,6.51428639781658,6.56105878484349,6.32305241285892,6.34730683746718,NA,NA,NA
Djibouti,DJI,"International tourism, expenditures (% of total imports)",5.32907355369573,4.92354787433387,2.97741926003004,3.24338273490666,4.13476360614874,3.98775606489159,3.52952508308067,2.44415426926587,2.20282402520552,3.02611261383981,4.1579517701034,4.96746305891384,4.08588934111735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,DMA,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5223113397534,10.4136639115777,10.0175141744852,8.75203659273926,6.663856496357,7.27654212310388,2.96710464416961,NA,NA
Denmark,DNK,"International tourism, expenditures (% of total imports)",7.23814136298991,7.45902454561411,8.09535324707711,8.01381798787432,7.35812584664074,6.18173544859804,5.66278259854429,5.67683013558998,5.39081558380043,6.53150610693787,6.47031739127306,6.02695682495195,6.03522869449373,6.07758250845221,6.20343842464535,6.05869312825205,6.26793133552139,6.14682653886283,5.82697331623026,NA,NA,NA,NA
Dominican Republic,DOM,"International tourism, expenditures (% of total imports)",5.64877460105529,5.87276144152111,5.6815171902315,6.46050068880338,6.80719678724623,5.77760189948556,4.44312397393008,4.12597030233805,3.4204739799658,4.4310393032339,3.71964444244665,3.41078977852143,3.34759700753937,3.46791286805077,3.54198262106714,3.99890440975075,4.24687743762098,4.46740458051546,4.17178117639253,4.32194405936557,2.18698742482231,NA,NA
Algeria,DZA,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,2.67857142857155,1.63268525456474,1.51187763119594,1.24928401290692,1.17097157739247,1.41377204171107,1.00189762457127,0.958605973497109,0.808631766179065,0.952784991230104,1.20397720165126,0.923644158656214,1.05186985792517,0.901999674934225,1.23481841612494,0.642311585385712,NA,NA
Ecuador,ECU,"International tourism, expenditures (% of total imports)",8.44381155674129,7.03305514246521,6.53389009822877,6.25719175724689,5.97846068004344,5.43400070000415,5.13493544475591,4.6930942477189,3.77536623583918,4.77297106427725,3.81255397596955,3.45579894647886,3.40581502021694,3.34389759772463,3.28065078217441,4.15984853585057,7.45106400928808,6.3549310792496,5.79172396214307,6.37312072426731,2.68144628267134,NA,NA
"Egypt, Arab Rep.",EGY,"International tourism, expenditures (% of total imports)",5.26752566062459,5.94396102133253,6.70993008140083,7.45076898038896,5.73279881702972,5.62833745553701,5.3165387261514,5.37463196062328,5.04293186240383,5.46226837363327,4.50367677766604,4.19510240122774,4.41419285822258,4.99190212749021,4.711065462998,5.35187551148975,6.37029402032755,3.44468636835502,3.79545671908511,4.70926197074634,3.55672549474079,NA,NA
Eritrea,ERI,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,ESP,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EST,"International tourism, expenditures (% of total imports)",6.86513925895877,6.22780878488403,6.33550388662964,6.20940939373458,5.79922267393686,5.3501386382342,5.63262459482781,5.00622635038663,5.45825961480216,NA,NA,NA,NA,6.01086387024561,6.45035261611665,6.94941801839626,7.3530899428679,7.21169515241389,7.51967742342863,8.32705411315768,3.0990361891513,NA,NA
Ethiopia,ETH,"International tourism, expenditures (% of total imports)",4.93528175991747,2.32847326165782,2.70437917256709,2.41962832856274,1.58313884497581,NA,NA,NA,NA,1.53712664646205,NA,NA,NA,NA,NA,NA,2.30536939482055,1.88240185588797,3.07443235111137,3.43783517919298,1.87831191148186,NA,NA
Finland,FIN,"International tourism, expenditures (% of total imports)",5.76025658775958,6.45922904007737,5.93597929320631,5.79783979225055,5.46713759350843,4.98588532264381,4.84179709234791,4.7983628422538,4.71777169090733,6.05686964063772,5.68073717224313,5.48773002013301,5.55777273925256,6.02259750148265,6.11659910863646,6.85825126917869,7.13858455463955,7.02409259526878,6.59976127825822,6.41361240568519,1.99922858915982,NA,NA
Fiji,FJI,"International tourism, expenditures (% of total imports)",8.71708568391377,7.91239657028044,7.33159741288447,6.06937222650432,6.74367319859391,6.96574804872727,5.40169195445781,5.06213273844673,4.14397898999251,6.31503052768253,5.0823107816622,4.70354957562876,4.31534914487971,3.61219869430723,3.48486148721148,4.69956146089797,4.76747303595571,5.0508801639066,5.17293303590566,5.42716095897172,3.89422232370299,NA,NA
France,FRA,"International tourism, expenditures (% of total imports)",7.69006063110235,7.6968850653767404,7.73975206383923,7.7576842956418,6.70575815056405,6.51296096710791,5.96922168331699,6.06124084481424,5.79481591812685,6.45927823172674,6.20228010144534,6.30515922300879,6.00998947983092,6.04768498011049,6.57096856424753,6.05973100877505,6.17789897066243,6.26744078875138,6.23823793227665,6.52151248301144,3.9169815266819,NA,NA
Faroe Islands,FRO,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",FSM,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8303820542236,11.652862879514,10.6625174993632,11.3604778065492,11.1842587343276,12.539792219967,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,"International tourism, expenditures (% of total imports)",11.0899542432083,16.4764490862534,13.8857284128626,12.7409095966253,12.7886072474489,14.4600098264631,NA,11.3745425782354,12.9553418305858,11.261394841666,11.3742169993768,10.5880322279665,7.29257152911924,5.98467237517402,8.16842643930928,6.85248546722255,NA,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,GEO,"International tourism, expenditures (% of total imports)",9.85208561569178,10.3679230159194,13.162343349936,9.31362831853635,7.92958161451122,7.25392817087007,5.87258192682995,4.71162747209115,4.51098512121476,5.92596879012017,5.38121882188801,4.80734539701618,5.15370776665279,5.79811440881169,5.61968493135116,7.03561456289998,8.31716679921349,9.12796296054006,8.91481277731131,10.0699549645799,3.25622941491457,NA,NA
Ghana,GHA,"International tourism, expenditures (% of total imports)",4.83550583806387,4.61599080117429,5.52895983895739,5.19879582318206,5.01945892246177,7.12947788853624,6.9390021067542,8.10754041385592,6.92313378591206,8.62651032178339,6.33378167698719,5.26041576350757,4.43654544222282,4.36482407031039,4.92022196430799,6.76331279736098,7.64980670523068,7.14648301275112,5.72337659827687,5.12853698141934,3.85408715995404,NA,NA
Gibraltar,GIB,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,GIN,"International tourism, expenditures (% of total imports)",1.49124422668612,3.03687658265453,3.89871947584795,3.89426983449509,3.0094538360159,3.69808089065359,3.26430522049984,6.34605850272682,1.6570923552806,2.01322979580098,0.888666722208337,1.84050459613417,1.32982966581858,2.11370695287307,0.98718979379942,1.40989558077311,0.317231610353247,2.41512855195779,9.84064259865217,9.7104233698294,17.028562172008,NA,NA
"Gambia, The",GMB,"International tourism, expenditures (% of total imports)",NA,NA,NA,4.97801448098908,2.42422128370397,2.59749620996389,2.52931813138101,3.50835337156063,3.29781173251061,3.47173298357014,4.33949403253782,4.33832591132751,3.25436187377736,2.85558536781647,12.3737299999484,1.35336074913093,1.93226082862321,1.51611195210827,1.50349613176459,1.56116249874128,0.752554888272723,NA,NA
Guinea-Bissau,GNB,"International tourism, expenditures (% of total imports)",NA,5.97919558184905,11.8632328397868,20.9830269532629,17.5348715473197,12.7993535561529,10.6827394258193,17.235430676922,16.2339274384302,8.99024196046924,9.86187320335524,11.3557641089572,9.63543691750064,NA,NA,NA,NA,NA,16.248037170293,17.7019534449713,NA,NA,NA
Equatorial Guinea,GNQ,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,"International tourism, expenditures (% of total imports)",10.9472777728866,10.1521726922408,5.96778512815902,4.93596500997453,4.69291835394751,4.57146766368705,3.71205867154604,3.38728971190123,3.31368559070361,4.89860504779309,4.24173783889384,4.48022893443701,4.34184168377563,4.73101503924793,4.87588816063615,5.53684356196903,5.50154873451999,4.60696749784223,4.55695193033917,5.06177767754507,2.09034955889305,NA,NA
Grenada,GRD,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89757998021021,7.88832601389518,7.55479815551053,6.17162516954746,6.13300422263233,6.60026198459256,2.04275741960466,NA,NA
Greenland,GRL,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,"International tourism, expenditures (% of total imports)",3.880285991449,4.38349581370112,4.7979743309463,5.10829872410437,4.84064555166496,4.79292233123418,5.15228745830974,5.07876566010171,5.48292918681219,6.13341204485566,5.8758114258595,5.19600671337249,5.17900541785992,5.41493445158445,5.33717139684702,5.45865735896658,5.65743290235651,5.39729068381948,5.21962029231186,5.24003904637393,1.79582144705198,NA,NA
Guam,GUM,"International tourism, expenditures (% of total imports)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,"International tourism, expenditures (% of total imports)",10.359208933136,8.45377692937006,6.19980273354939,4.30169199885288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
